Sr No,Date (dd/mm/yyyy),Startup Name,Industry Vertical,City  Location,Investors Name,Investment Type,  Amount in USD  ,Remarks
751,14/06/2017,MrNeeds,Consumer Internet,Noida,0 investors,Seed Funding,500000.00,nan
752,15/06/2017,MoneyTap,Consumer Internet,Bengaluru,Sequoia India NEA Prime Venture Partners,Private Equity,12300000.00,nan
753,16/06/2017,Goodbox,eCommerce,Bengaluru,Nexus Venture Partners Mekin Maheshwari,Private Equity,1000000.00,nan
754,16/06/2017,Fincash,Consumer Internet,Mumbai,Mohammed Khan Sameer Narayan & Others,Seed Funding,100000.00,nan
755,16/06/2017,PortDesk,Technology,Noida,Alphard Maritime Group,Seed Funding,2000000.00,nan
756,16/06/2017,EdgeFx,eCommerce,Hyderabad,Cross Border Angels & Experts Rajasthan Angel Innovators Network The Chennai Angels,Seed Funding,0.00,
757,16/06/2017,EazyDiner,Consumer Internet,Gurgaon,YouWeCan Ventures,Seed Funding,0.00,
758,16/06/2017,HealthIntel,Healthcare,New Delhi,BLIP Initiatives,Seed Funding,0.00,
759,19/06/2017,Unbxd,Technology,Bengaluru,Eight Roads Ventures,Private Equity,12500000.00,nan
760,19/06/2017,DarwinBox,Technology,Hyderabad,Lightspeed India Partners Endiya Partners 3one4 Capital Advisors LLP Startupxseed Ventures LLP,Private Equity,4000000.00,nan
761,20/06/2017,ForeverShop,Consumer Internet,Bengaluru,91maker.com,Seed Funding,300000.00,nan
762,20/06/2017,Insider.in,Consumer Internet,Mumbai,Paytm,Private Equity,5200000.00,nan
763,21/06/2017,Fynd,eCommerce,Mumbai,IIFL Seed Ventures Kae Capital FJ Labs Singularity Ventures GrowX Tracxn Labs Axis Capital,Private Equity,2400000.00,nan
764,21/06/2017,Grow Fit,Consumer Internet,Bengaluru,Manipal Education and Medical Group (MEMG) SAR Group The Grover Trust,Private Equity,4500000.00,nan
765,21/06/2017,Fabulyst,Technology,Hyderabad,iBhubs,Seed Funding,215000.00,nan
766,21/06/2017,mSwipe,Technology,Mumbai,UC-RNT Fund Matrix Partners alcon Edge Capital DSG Consumer Partners,Private Equity,31000000.00,nan
767,21/06/2017,OneAssist,Consumer Internet,Mumbai,Sequoia Capital,Private Equity,0.00,
768,22/06/2017,Julia Computing,Technology,Bengaluru,General Catalyst Founder Collective,Private Equity,4600000.00,nan
769,22/06/2017,Kissht,Consumer Internet,Mumbai,Endiya Partners Ventureast,Private Equity,2000000.00,nan
770,22/06/2017,Explore Life traveling,Consumer Internet,Bengaluru,Mekin Maheshwari Bharat Vijay Krish Seshadri Amar Arsikere,Seed Funding,500000.00,nan
771,23/06/2017,Loantap,Consumer Internet,Mumbai,Kae Capital India Quotient IFMR and MAS Financial Services Ltd,Private Equity,4000000.00,nan
772,23/06/2017,Voxweb,Consumer Internet,Mumbai,0 investors,Seed Funding,1000000.00,nan
773,26/06/2017,HUG Innovations,Technology,Hyderabad,Mohit Srivastav Kishore Ganji Venkat Vallabhaneni Rajeev Menon,Private Equity,5000000.00,nan
774,26/06/2017,Flipkart,eCommerce,Bengaluru,Naspers,Private Equity,71000000.00,nan
775,26/06/2017,V Resorts,Consumer Internet,Noida,Seedfund RB International,Private Equity,4000000.00,nan
776,27/06/2017,Stashfin,Consumer Internet,New Delhi,Snow Leopard Ventures Alto Partners,Private Equity,5000000.00,nan
777,27/06/2017,Formcept,Consumer Internet,Bengaluru,Gujarat Venture Fice Ltd,Private Equity,0.00,
778,27/06/2017,Spares Hub,eCommerce,Pune,The Chennai Angels Anthill Scale Ventures Esvee Technologies Inc Inc95 Consulting,Seed Funding,311000.00,nan
779,28/06/2017,FiTraQ,Consumer Internet,New Delhi,Aparup Sengupta Devendra Reddy,Seed Funding,0.00,
780,28/06/2017,Rubique,Consumer Internet,Mumbai,Kalaari Capital Udayan Goyal,Private Equity,3000000.00,nan
781,28/06/2017,Niki.ai,Consumer Internet,Bengaluru,SAP.iO Unilazer Ventures,Private Equity,2000000.00,nan
782,29/06/2017,Fitpass,Consumer Internet,New Delhi,Abhinav Bindra Gaurav Marya,Private Equity,1000000.00,nan
783,29/06/2017,ZingHR,Technology,Mumbai,Zeta,Private Equity,0.00,
784,30/06/2017,Tagos Design,Technology,Bengaluru,0 Investors,Private Equity,5000000.00,nan
785,30/06/2017,UrbanClap,Consumer Internet,Gurgaon,Vy Capital SAIF Partners Accel Partner Bessemer Venture Partners,Private Equity,21000000.00,nan
786,1/5/2017,Ace2three,Consumer Internet,Hyderabad,Clairvest Group,Private Equity,73700000.00,nan
787,1/5/2017,Power2SME,eCommerce,Gurgaon,International Finance Corporation,Private Equity,10000000.00,nan
788,2/5/2017,Innovapptive,Technology,Hyderabad,Hyderabad Angels,Seed Funding,1500000.00,nan
789,2/5/2017,4tigo,Logistics,Bengaluru,Accel Partners Nandan Nilekani,Private Equity,10000000.00,nan
790,2/5/2017,SMECorner,Consumer Internet,Mumbai,Dutch government fund,Private Equity,0.00,
791,2/5/2017,ZippServe,Consumer Internet,Bengaluru,0 investors,Seed Funding,390000.00,nan
792,3/5/2017,Ola,Consumer Internet,Bengaluru,Falcon Edge Capital Capital Advisers,Private Equity,104500000.00,nan
793,3/5/2017,Sumeru,Technology,Bengaluru,0 investors,Seed Funding,1000000.00,nan
794,4/5/2017,Healthians,Consumer Internet,New Delhi,Asuka Holdings YouWeCan Ventures Beenext Beenos M&S Partners,Private Equity,0.00,
795,5/5/2017,HealthMir,Consumer Internet,New Delhi,Nimit Panigrahi,Seed Funding,0.00,
796,5/5/2017,Uactive,Consumer Internet,Mumbai,Hinduja family,Seed Funding,0.00,
797,5/5/2017,i-lend,Consumer Internet,Hyderabad,50K Ventures,Seed Funding,0.00,
798,5/5/2017,Good Methods Global,Technology,Trivandrum,Accel Partners,Private Equity,0.00,
799,5/5/2017,Balance App,Consumer Internet,Bengaluru,Rainmatter,Seed Funding,233000.00,nan
800,8/5/2017,YepMe,eCommerce,Gurgaon,Rainbow Digital Services Pvt. Ltd ILearnFinance Academy Pvt. Ltd.,Private Equity,700000.00,nan
801,8/5/2017,Nightstay,Consumer Internet,New Delhi,Indian Angels Network LetsVenture,Seed Funding,0.00,
802,8/5/2017,Devourin,Technology,Pune,Deepak Nathani,Seed Funding,0.00,
803,8/5/2017,MyGreens,Food & Beverage,New Delhi,Ajay Relan LetsVenture,Seed Funding,1000000.00,nan
804,8/5/2017,Ace Turtle,Technology,Bengaluru,Vertex Ventures C31 Ventures,Private Equity,5000000.00,nan
805,8/5/2017,CureFit,Technology,Bengaluru,Trifecta Capital Advisors LLP Prathithi Investment Trust RNT Capital Gokul Rajaram Aditya Agarwal Ruchi Sanghvi & others,Private Equity,3200000.00,nan
806,9/5/2017,Curie Labs,Technology,New Delhi,Satoshi Studios,Seed Funding,50000.00,nan
807,9/5/2017,Uncanny Vision,Technology,Bengaluru,Ad Chandrasekaran,Seed Funding,0.00,
808,9/5/2017,Anchanto,Technology,Pune,Luxasia Group,Private Equity,0.00,
809,9/5/2017,Sequretek,Technology,Mumbai,GVFL Unicorn India Ventures,Private Equity,0.00,
810,10/5/2017,Lucideus,Technology,New Delhi,Vellayan Subbiah Jonathan Boutelle Rajan Adan Rahul Chawla Salil Donde Amit Ranjan Govind Rajan & Others,Seed Funding,0.00,
811,10/5/2017,Vidooly,Consumer Internet,Noida,Times Internet GVFL,Private Equity,1400000.00,nan
812,10/5/2017,Shopclues,eCommerce,Gurgaon,InnoVen Capital,Private Equity,7700000.00,nan
813,10/5/2017,Fourth Ambit,Consumer Internet,Bengaluru,1Crowd,Seed Funding,600000.00,nan
814,10/5/2017,Chymera VR,Technology,Bengaluru,Varsha Rao Surojit Chatterjee Nirav Choksi & Others,Seed Funding,0.00,
815,11/5/2017,Early Salary,Consumer Internet,Pune,DG Ventures India Dewan Housing Finance Corp,Private Equity,4000000.00,nan
816,11/5/2017,Book My Diamond,eCommerce,Mumbai,Chirag Nikunj Sheth & Others,Seed Funding,0.00,
817,11/5/2017,ION Energy,Technology,Mumbai,Aakrit Vaish Swapan Rajdev Sushill Jiwarajka,Seed Funding,0.00,
818,12/5/2017,Legal Raasta,Consumer Internet,New Delhi,Impanix Capital,Private Equity,5000000.00,nan
819,12/5/2017,Log 9 Materials,Technology,Bengaluru,GEMs,Seed Funding,0.00,
820,12/5/2017,Remit Guru,Consumer Internet,Mumbai,Infibeam CCavenue,Private Equity,466000.00,nan
821,12/5/2017,Aequm,eCommerce,Bengaluru,0 investors,Seed Funding,1000000.00,nan
822,15/05/2017,Zapty,Technology,Bengaluru,IdeaSpring Capital,Seed Funding,500000.00,nan
823,15/05/2017,Vernacular.ai,Technology,Bengaluru,Kstart Capital,Seed Funding,0.00,
824,16/05/2017,Niki.ai,Technology,Bengaluru,SAP,Private Equity,0.00,
825,16/05/2017,Telr,Technology,Mumbai,Innovations East,Private Equity,3000000.00,nan
826,16/05/2017,Fynd,eCommerce,Mumbai,Rocketship,Private Equity,500000.00,nan
827,17/05/2017,Genie,Consumer Internet,Chennai,0 investors,Seed Funding,250000.00,nan
828,17/05/2017,Paysense,Consumer Internet,Mumbai,Jungle Ventures,Private Equity,5300000.00,nan
829,18/05/2017,The Good Life,ECommerce,Mumbai,Ayesha Takia Azmi Abu Farhan Azmi,Seed Funding,1000000.00,nan
830,18/05/2017,PumpKart,eCommerce,Chandigarh,Dr. Ritesh Malik,Seed Funding,0.00,
831,18/05/2017,Paytm,ECommerce,Bengaluru,SoftBank Group,Private Equity,1400000000.00,nan
832,19/05/2017,EzCred,Consumer Internet,Bengaluru,Dheeraj Pandey Rajesh Yohannan Akash Garg,Seed Funding,1000000.00,nan
833,19/05/2017,HealthSutra,Food & Beverage,Hyderabad,Ankur Capital Hyderabad Angels,Seed Funding,0.00,
834,20/05/2017,YepMe,eCommerce,New Delhi,Gokaldas Exports Ltd,Private Equity,0.00,
835,22/05/2017,Delhivery,Logistics,New Delhi,Fosun International,Private Equity,30000000.00,nan
836,22/05/2017,ZipGrid,Consumer Internet,Mumbai,JLL 1Crowd,Seed Funding,500000.00,nan
837,23/05/2017,TravelSpice,ECommerce,Hyderabad,Eagle10 Ventures,Seed Funding,0.00,
838,23/05/2017,Magicpin,Consumer Internet,Gurgaon,Lightspeed Venture Partners Vy Capital,Private Equity,6600000.00,nan
839,23/05/2017,The Print,Consumer Internet,New Delhi,Ratan Tata dan Nilekani Uday Kotak Vijay Shekhar Sharma Kiran Mazumdar-Shaw Rajiv C Mody,Seed Funding,0.00,
840,23/05/2017,Box8,Consumer Internet,Mumbai,Trifecta Capital,Private Equity,1000000.00,nan
841,24/05/2017,GenNext Students,Consumer Internet,Mumbai,0 Investors,Seed Funding,580000.00,nan
842,25/05/2017,Aye Finance,Finance,Gurgaon,Blue Orchard,Private Equity,8000000.00,nan
843,26/05/2017,WhatsLoan,Consumer Internet,Bengaluru,Lahiri Musics family office,Seed Funding,0.00,
844,29/05/2017,Cube Consumer Services,Consumer Internet,Mumbai,N/A,Seed Funding,0.00,
845,29/05/2017,Nivesh,Consumer Internet,Noida,PV Sahad Sandeep Shroff Rahul Gupta,Seed Funding,0.00,
846,29/05/2017,Wowflux,Technology,New Delhi,0 Investors,Seed Funding,0.00,
847,29/05/2017,Collateral Medical,eCommerce,Mumbai,Carpediem Capital,Private Equity,3500000.00,nan
848,30/05/2017,Loadshare,Logistics,Bengaluru,Matrix Partners,Seed Funding,0.00,
849,30/05/2017,SimpliLend,Consumer Internet,New Delhi,0 Investors,Seed Funding,0.00,
850,30/05/2017,Supr Daily,Consumer Internet,Mumbai,Soma Capital Great Oaks Ventures 122 West Ventures,Private Equity,1500000.00,nan
851,30/05/2017,Swiggy,Consumer Internet,Bengaluru,Nasper Accel India SAIF Partners Bessemer Venture Partners Harmony Partners Norwest Venture Partners,Private Equity,80000000.00,nan
852,31/05/2017,SastaSundar,eCommerce,Kolkata,Rohto Pharmaceutical,Private Equity,5000000.00,nan
853,31/05/2017,Magicpin,Consumer Internet,Gurgaon,Lightspeed India Partners Waterbridge Ventures,Private Equity,7000000.00,nan
854,1/4/2017,Cashe,Consumer Internet,Mumbai,Mathew Cyriac Florintree Advisors,Private Equity,3800000.00,nan
855,3/4/2017,Eruditus,Education,Mumbai,Bertelsmann India,Private Equity,8200000.00,nan
856,3/4/2017,TestBook,Consumer Internet,Mumbai,Matrix Partners India,Private Equity,0.00,
857,3/4/2017,Healthcare at Home,Healthcare,Noida,Quadria Capital Advisors,Private Equity,40000000.00,nan
858,3/4/2017,Tyre Express,Technology,Mumbai,Rohitash Gupta,Seed Funding,0.00,
859,3/4/2017,SmartCoin,Consumer Internet,Bengaluru,Unicorn India Ventures & Others,Private Equity,0.00,
860,4/4/2017,WayCool,Food & Beverage,Chennai,Aspada Investments,Private Equity,2700000.00,nan
861,4/4/2017,Perfios,Technology,Bengaluru,Bessemer Venture Partners,Private Equity,6100000.00,nan
862,4/4/2017,Whatfix,Technology,Bengaluru,Stellaris Venture Partners Helion Venture Partners Powerhouse Ventures Gokul Rajaram Girish Mathrubootham Aneesh Reddy Vispi Daver,Private Equity,3690000.00,nan
863,4/4/2017,ElastiRun,Technology,Pune,Kalaari Capital Norwest Venture Partners,Private Equity,7000000.00,nan
864,4/4/2017,Trukky,Consumer Internet,Ahmadabad,Keyur Joshi Pavan Bakeri,Seed Funding,500000.00,nan
865,4/4/2017,Konsult App,Consumer Internet,New Delhi,Koen Bouwers Lomesh Agarwal Jeroen Mensen Pablo van den Bosch & Others,Seed Funding,500000.00,nan
866,5/4/2017,Credit Sudhaar,Consumer Internet,Mumbai,Deepak Kulkarni Sandeep Pangal,Seed Funding,0.00,
867,5/4/2017,Fingerlix,Consumer Internet,Mumbai,Zephyr Peacock India,Private Equity,3000000.00,nan
868,5/4/2017,DataWeave,Technology,Bengaluru,FreakOut Group Blume Ventures Herb Madan WaterBridge Ventures,Private Equity,0.00,
869,6/4/2017,Medwell Ventures,Healthcare,Bengaluru,Mahindra Partners Eight Roads Ventures F-Prime Capital Partners,Private Equity,21000000.00,nan
870,6/4/2017,Mech Mocha,Consumer Internet,Bengaluru,Accel Partners Shunwei Capital,Private Equity,5000000.00,nan
871,7/4/2017,Startup Buddy,Consumer Internet,Gurgaon,YouWeCan Ventures,Seed Funding,0.00,
872,7/4/2017,QorQI,Healthcare,Noida,Paytm,Seed Funding,0.00,
873,7/4/2017,Twenty Two Motors,Technology,Gurgaon,Ishwar SinghFarhaan Shabbir,Seed Funding,0.00,
874,7/4/2017,PharmEasy,eCommerce,Mumbai,Bessemer Venture Partners Orios Venture Partners Trifecta Capital,Private Equity,18000000.00,nan
875,8/4/2017,WonderChef,eCommerce,Mumbai,Labruyere Eberl\\xc3\\xa9,Private Equity,0.00,
876,8/4/2017,FastFox,Consumer Internet,Gurgaon,Lightspeed India Partners Blume Ventures CyberAgent Ventures GrowX Ventures IMJ Investment Partners,Private Equity,4600000.00,nan
877,10/4/2017,Omnify,Technology,Bengaluru,Rajan Anandan L.D Sharma Saurabh Arora,Seed Funding,150000.00,nan
878,10/4/2017,Capital Float,Consumer Internet,Bengaluru,Mahindra and Mahindra Financial Services,Private Equity,2300000.00,nan
879,11/4/2017,Ninjacart,eCommerce,Bengaluru,Accel Partners Nandan Nilekanis NRJN Trust Mistletoe Qualcomm Ventures M&S Partners,Private Equity,5500000.00,nan
880,11/4/2017,MergerWare,Technology,Bengaluru,Philippe Bouchet,Seed Funding,100000.00,nan
881,11/4/2017,Sports Flashes,Consumer Internet,New Delhi,Sushil Kumar Sandeep Singh,Seed Funding,0.00,
882,12/4/2017,Clovia,eCommerce,New Delhi,Ivycap Ventures Advisors Singularity Ventures and Ravi Dhariwal,Private Equity,4000000.00,nan
883,12/4/2017,Emiza,Logistics,Mumbai,Mayfield Nishant Rao Dileep Nath,Private Equity,4500000.00,nan
884,12/4/2017,HackerEarth,Consumer Internet,Bengaluru,DHI Group Inc Prime Venture Partners Beenext Beenos Digital Garage BizReach,Private Equity,4500000.00,nan
885,12/4/2017,Squadrun,Technology,Noida,Blume Ventures Contrarian Capital 91springboard Emergent Ventures Abstract Ventures Anthill Ventures Axilor Ventures,Private Equity,2100000.00,nan
886,12/4/2017,Tinmen,Consumer Internet,Hyderabad,MAPE Advisory Group R Ramaraj Corvus Ventures,Seed Funding,0.00,
887,12/4/2017,ScoutMyTrip,Consumer Internet,Mumbai,Z Nation Lab,Seed Funding,0.00,
888,13/04/2017,SafetyKart,eCommerce,Gurgaon,Redcliffe Capital,Private Equity,0.00,
889,13/04/2017,WeAreHolidays,Consumer Internet,Gurgaon,Urrshila Kerkar,Private Equity,7700000.00,nan
890,14/04/2017,Ola Cabs,Consumer Internet,Bengaluru,SIMI Pacific Pte,Private Equity,260000000.00,nan
891,15/04/2017,Myly,Consumer Internet,Jaipur,mall Industries Development Bank of India (SIDBI),Seed Funding,310000.00,nan
892,17/04/2017,CrediHealth,Consumer Internet,Gurgaon,Tolaram Inc Mountain Pine Capital,Private Equity,1500000.00,nan
893,17/04/2017,Navia Life Care,Technology,New Delhi,Benori Ventures LLP,Seed Funding,0.00,
894,17/04/2017,Raw Pressery,Food & Beverages,Mumbai,Jacqueline Ferdez,Seed Funding,0.00,
895,17/04/2017,Snackible,Food & Beverages,Mumbai,Nibhrant Shah Anandbir Singh Anirudh Sheth Pratik Singhi Vikram Mehta Murali Nair,Seed Funding,175000.00,nan
896,17/04/2017,Be U Salons,Consumer Internet,New Delhi,Gaurav Kachru Sundeep Singh Sahni Jatin Aneja Arun Malhotra,Seed Funding,620000.00,nan
897,17/04/2017,Simulanis,Consumer Internet,New Delhi,Village Capital,Seed Funding,0.00,
898,17/04/2017,LendingKart,Consumer Internet,Ahmadabad,Anicut Capital,Private Equity,4650000.00,nan
899,18/04/2017,Innefu Security Consulting,Technology,New Delhi,IndiaNivesh Venture Capital Fund,Private Equity,2000000.00,nan
900,18/04/2017,Whodat,Technology,Bengaluru,Ideaspring Capital,Private Equity,600000.00,nan
901,18/04/2017,Absentia VR,Technology,Bengaluru,Exfinity Venture Partners,Private Equity,1250000.00,nan
902,19/04/2017,IOTrek,Technology,New Delhi,0 Investor,Seed Funding,155000.00,nan
903,20/04/2017,HolaChef,Consumer Internet,Mumbai,SIDBI Venture Capital Ltd Kalaari Capital,Private Equity,3000000.00,nan
904,20/04/2017,Wooplr,eCommerce,Bengaluru,Ankit Nagori,Private Equity,0.00,
905,21/04/2017,Video Ken,Consumer Internet,Bengaluru,Ravi Garikipati Surot Chatterjee Ashish Agrawal LG Chandrasekhar Sashi Reddi,Seed Funding,1000000.00,nan
906,24/04/2017,Faasos,Food & Beverage,Pune,Ligthbox Ventures II Lightbox Expansion Fund Sequoia Capital India RuNet South Asia RB Investments,Private Equity,6300000.00,nan
907,24/04/2017,Oyo Rooms,Consumer Internet,Gurgaon,SoftBank Vision Fund Lightspeed Venture Partners Sequoia Capital India Advisors Greenoaks Capital Partners,Private Equity,250000000.00,nan
908,24/04/2017,Toppr,Consumer Internet,Mumbai,WGG International,Private Equity,3200000.00,nan
909,24/04/2017,Niramai,Healthcare,Bengaluru,pi Ventures Axilor Ventures 500 Startups Binny Bansal,Seed Funding,0.00,
910,25/04/2017,The Office Pass,Consumer Internet,Gurgaon,Arun Tadanki Aditya Verma,Seed Funding,245000.00,nan
911,25/04/2017,UrbanClap,Consumer Internet,Gurgaon,Trifecta Capital,Private Equity,3100000.00,nan
912,26/04/2017,Awfis,Consumer Internet,Mumbai,Sequoia India,Private Equity,20000000.00,nan
913,26/04/2017,Myra,Consumer Internet,Bengaluru,Times InternetMatrix Partners,Private Equity,0.00,
914,26/04/2017,Flytxt,Technology,Mumbai,DAH Beteiligungs GmbH,Private Equity,11000000.00,nan
915,26/04/2017,Howdy Ventures,Consumer Internet,Chennai,S. Xavier Britto,Seed Funding,1500000.00,nan
916,26/04/2017,StalkBuyLove,eCommerce,New Delhi,Trifecta Capital,Private Equity,1000000.00,nan
917,26/04/2017,ZipGo,Consumer Internet,Bengaluru,Orios Ventures Partners Team Builder Ventures Omidyar Networks,Private Equity,0.00,
918,27/04/2017,Scootsy,Consumer Internet,Mumbai,Agnus Capital Khattar Holdings,Private Equity,3600000.00,nan
919,27/04/2017,Autobix,Technology,Pune,GardX International,Seed Funding,0.00,
920,27/04/2017,eShiksha,Technology,Jaipur,Cross Border Angels & Experts,Seed Funding,0.00,
921,27/04/2017,iNurture,Consumer Internet,Bengaluru,BlackSoil Capital Pvt. Ltd,Private Equity,1500000.00,nan
922,28/04/2017,Sepalika,Consumer Internet,New Delhi,Accel Partners,Seed Funding,750000.00,nan
923,28/04/2017,Mintwalk,Consumer Internet,Mumbai,Poshika Ficial Ecosystem,Seed Funding,0.00,
924,29/04/2017,Qriyo,Consumer Internet,Jaipur,NB Ventures,Private Equity,0.00,
925,1/3/2017,Ola,Consumer Internet,Bengaluru,SoftBank Group Corp,Private Equity,330000000.00,nan
926,1/3/2017,Belong,Consumer Internet,Bengaluru,Sequoia Capital India,Private Equity,10000000.00,nan
927,1/3/2017,Seenit,Consumer Internet,Kolkata,Calcutta Angels Network (CAN) Augment Ventures,Seed Funding,0.00,
928,1/3/2017,Paalak,ECommerce,New Delhi,Vishwadeep Bajaj Harsh Kundra dkumar Rane LN Buddharaju Anupam Tyagi,Seed Funding,0.00,
929,2/3/2017,Celes Care,Consumer Internet,Hyderabad,Ventureast Endiya Partners Eight Roads Ventures F-Prime Capital Partners,Private Equity,1500000.00,nan
930,2/3/2017,Karomi,Technology,Chennai,Ideaspring Capital,Seed Funding,500000.00,nan
931,2/3/2017,Red Carpet,Consumer Internet,Gurgaon,Lightspeed Venture Partners,Private Equity,2500000.00,nan
932,2/3/2017,Kreate Konnect,Technology,Vadodara,Langoor,Seed Funding,0.00,
933,2/3/2017,CreditMantri,Consumer Internet,Chennai,Quona Capital,Private Equity,7600000.00,nan
934,3/3/2017,Lets Endorse,Consumer Internet,Bengaluru,Chandigarh Angels Network Social Alpha and other unnamed angel investors,Seed Funding,0.00,
935,3/3/2017,Tydy,Technology,Bengaluru,Bhupen Shah Jayesh Parekh Sanjay Sathe,Seed Funding,275000.00,nan
936,3/3/2017,Nactus,Consumer Internet,Jaipur,Sandeep Aggarwal Gautam Chhaochharia R Balachandar,Seed Funding,0.00,
937,3/3/2017,Oho Shop,Technology,Ahmadabad,Bennett Coleman and Company Ltd,Private Equity,6700000.00,nan
938,3/3/2017,Emojifi,Consumer Internet,Hyderabad,0 angel investors,Seed Funding,0.00,
939,3/3/2017,Paytm Marketplace,ECommerce,Bengaluru,Alibaba,Private Equity,200000000.00,nan
940,4/3/2017,iGenetics,Healthcare,Mumbai,CDC Group Plc,Private Equity,19500000.00,nan
941,6/3/2017,Juno Clinic,Consumer Internet,Mumbai,Atul Nishar,Seed Funding,1200000.00,nan
942,6/3/2017,Summerlabel,Consumer Internet,Gurgaon,Aneesh Seth Tushar Mittal,Seed Funding,150000.00,nan
943,6/3/2017,PickMe,Consumer Internet,Mumbai,SIDBI Venture Capital Fund,Private Equity,1790000.00,nan
944,7/3/2017,Agrostar,Technology,Pune,Accel Partners,Private Equity,10000000.00,nan
945,7/3/2017,Zapr,Technology,Bengaluru,Star India Pvt Ltd,Private Equity,10000000.00,nan
946,7/3/2017,Data Resolve,Technology,Noida,IDFC Parampara Early Stage Opportunities Fund,Private Equity,1000000.00,nan
947,7/3/2017,Book Servicing,Consumer Internet,New Delhi,National Science and Technology Entrepreneurship Development Board,Seed Funding,30000.00,nan
948,7/3/2017,Blowhorn,Consumer Internet,Bengaluru,IDG Ventures India Michael & Susan Dell Foundation Draper Associates Unitus Seed Fund,Private Equity,3650000.00,nan
949,8/3/2017,Rivigo,Logistics,Gurgaon,Private Sector Banks (Debt Funding),Private Equity,15000000.00,nan
950,8/3/2017,PipeCandy,Technology,Chennai,IDG ventures Axilor Ventures Emergent Ventures Indian Angel Network,Seed Funding,1100000.00,nan
